id	name	rarity	description	requirements	effects	end
182	One of your Ceremonial Masters	-1	One of your Ceremonial Masters has interpreted the ceremonial calendar of the Ministry.	land 1|monster 807|minpop 500|order 1	gold 250	
183	One of your Ministers has inte	-1	One of your Ministers has interpreted the signs and made a remarkably accurate calendar for the province.	land 1|monster 804|minpop 500|order 1	gold 500	
184	One of your Ministers has inte	-1	One of your Ministers has interpreted the signs and made a remarkably accurate calendar for the province.	land 1|monster 804|minpop 100|order 1	gold 250	
185	One of your Ministers has inte	-1	One of your Ministers has interpreted the signs and made a remarkably accurate calendar for the province. Order was brought to the troubled province.	land 1|monster 804|chaos 1	unrest -25|decscale3 Turmoil	
186	Farbaute has organized a great	-1	Farbaute has organized a great drinking contest and champions from near and far are gathering to show off.	land 1|monster 544|turn 10|luck 1	nation -2|2d6units 146|4d6units 145	
187	A handful of black onis were m	-1	A handful of black onis were molesting a group of red onis and refused to stop. Not until Tsunekage slew one of the black onis and ate his heart did they stop. Another group of red onis witnessed the event and joined your army.	monster 1673|chaos 1|monster 1266|monster 1274|land 1	nation -2|killmon 1274|2d6units 1266	
188	Daidalos, the great inventor, 	-1	Daidalos, the great inventor, Maker of the Maze, has unveiled his latest masterpiece, an army of mechanical servants. A clever engineer quickly found a use for the servants and placed armaments in their hands.	land 1|monster 1073|unique 1	nation -2|2d6units 532	
189	The Mother of Monsters has giv	-1	The Mother of Monsters has given birth.	land 1|monster 157|turn 10|growth 2	nation -2|2d6units 394	
190	Angerboda, the Great Hag, moth	-1	Angerboda, the Great Hag, mother of monsters, has given birth to a great serpent of exceptional cunning.	land 1|monster 586|unique 1	nation -2|com 403	
191	Angerboda, the Great Hag, moth	-1	Angerboda, the Great Hag, mother of monsters, has given birth to a great wolf of exceptional cunning.	land 1|monster 586|unique 1	nation -2|com 1309	
192	Klaus has convinced the Empero	-1	Klaus has convinced the Emperor of Pythium that he needs further funding to conquer the Underworld. The Emerald Emperor sent a Pythian legion and a chest filled with gold to strengthen the human position in the Underworld.	land 1|monster 1848|turn 10|luck 1	nation -2|6d6units 686|com 683|gold 400	
193	In her misery and solitude, De	-1	In her misery and solitude, Delgnat, the last Partholonian, has reenacted the last battle of Sera, her father. Some of the corpses reanimated for the charade were not destroyed and have been put to other use.	unique 1|land 1|monster 1794|turn 10|death 1	nation -2|3d6units 1810|4d6units 189|6d6units 197	
194	A brigand leader and his follo	-1	A brigand leader and his followers have been rounded up and delivered to one of your bailiffs by a striking woman astride a unicorn. Peasants are now able to toil the land again.	land 1|nomnr 381|minunrest 10|fornation 47	unrest -25	
195	One of your Knights of the Sto	-1	One of your Knights of the Stone has embarked upon a quest and returned with enchanted treasure.	land 1|monster 58	magicitem 1|magicitem 2	
196	One of your Knights of the Sto	-1	One of your Knights of the Stone has embarked upon a quest. In a deep forest he met an enchantress of great power, fell in love with her and wooed her for a month. Being quite lonely, she grew fond of him and accepted his offer of marriage.	unique 1|land 1|monster 58	nation -2|com 363	
197	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 89|unluck -1	nation -2|10d6units 1238	
198	Your troubled province has bee	-1	Your troubled province has been terrorized by a group of renegade ronin. Fortunately an influential and wise kannushi convinced the bandits to quit the meaningless slaughter and fight where there is honor.	dominion 2|chaos 1|land 1|fullowner 89	nation -2|4d6units 1270	
199	Rumors of your might have swep	-1	Rumors of your might have swept the province and a group of loud-mouthed bakemono-sho praising your greatness has joined your armies.	dominion 2|land 1|fullowner 64	nation -2|16d6units 1393	
200	Rumors of your might have swep	-1	Rumors of your might have swept the province and a group of loud-mouthed bakemono-sho praising your greatness has joined your armies.	dominion 2|land 1|fullowner 27	nation -2|16d6units 1393	
201	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of warriors committed to your cause has joined your armies.	dominion 2|land 1|fullowner 53	nation -2|12d6units 1599	
202	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of villagers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 53	nation -2|16d6units 878	
203	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 5	nation -2|10d6units 199	
204	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 43	nation -2|10d6units 199	
205	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 80	nation -2|10d6units 199	
206	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 87	nation -2|10d6units 794	
207	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 10	nation -2|10d6units 794	
208	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 52	nation -2|10d6units 794	
209	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 15	nation -2|16d6units 168	
210	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 93	nation -2|16d6units 168	
211	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 57	nation -2|16d6units 168	
212	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of satyrs committed to your cause has joined your armies.	dominion 2|land 1|fullowner 58|forest 1	nation -2|12d6units 229	
213	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of satyrs committed to your cause has joined your armies.	dominion 2|land 1|fullowner 16|forest 1	nation -2|12d6units 229	
214	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of satyrs committed to your cause has joined your armies.	dominion 2|land 1|fullowner 94|forest 1	nation -2|12d6units 229	
215	Naked people have been seen da	-1	Naked people have been seen dancing and singing in the woods. This was seen as a good omen and faith has increased.	dominion 1|forest 1|fullowner 58	incdom 3	
216	Naked people have been seen da	-1	Naked people have been seen dancing and singing in the woods. This was seen as a good omen and faith has increased.	dominion 1|forest 1|fullowner 16	incdom 3	
217	Naked people have been seen da	-1	Naked people have been seen dancing and singing in the woods. This was seen as a good omen and faith has increased.	dominion 1|forest 1|fullowner 94	incdom 3	
218	Naked people have been seen da	1	Naked people have been seen dancing and singing in the woods. This was seen as an ill omen and faith has decreased.	dominion 1|forest 1|notnation 58|notnation 16|notnation 94	incdom -2	
219	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of humanbreds committed to your cause has joined your armies.	dominion 2|land 1|fullowner 91	nation -2|8d6units 984	
220	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of humanbreds committed to your cause has joined your armies.	dominion 2|land 1|fullowner 55	nation -2|8d6units 372	
221	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 98	nation -2|16d6units 1118	
222	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 63	nation -2|16d6units 1118	
223	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 25	nation -2|16d6units 1118	
224	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 26	nation -2|16d6units 1118	
225	Rumors of possible sightings o	-1	Rumors of possible sightings of the fabled White Seal have led a great hunting party to the province. Plenty of seals and the occasional whale were caught, but the White Seal eluded the hunters, who decided to join you armies instead.	dominion 2|coast 1|fullowner 106|cold 2	nation -2|com 1631|12d6units 1617	
226	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 81	nation -2|10d6units 1862	
227	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 46	nation -2|10d6units 684	
228	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 45	nation -2|10d6units 662	
229	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 6	nation -2|12d6units 1101	
230	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 97	nation -2|10d6units 1929	
